* モンスター図鑑 [#de0cefec]

&color(,#eee){ページ内リンク};
[[001>#no001]] - [[101>#no101]] - [[201>#no201]] - [[301>#no301]] - [[401>#no401]] - [[501>#no501]] - [[601>#no601]] - [[701>#no701]] - [[801>#no801]] - [[901>#no901]] - [[1001>#no1001]] - [[1101>#no1101]] - [[1201>#no1201]] - [[1301>#no1301]] - [[1401>#no1401]] - [[1501>#no1501]] - [[1601>#no1601]] - [[1701>#no1701]] - [[1801>#no1801]] - [[1901>#no1901]] - [[2001>#no2001]] - [[2101>#no2101]] - [[2201>#no2201]] - [[2301>#no2301]] - [[2401>#no2401]] - [[2501>#no2501]] - [[2601>#no2601]] - [[2701>#no2701]] - [[2801>#no2801]] - [[2901>#no2901]] - [[3001>#no3101]] - [[3101>#no3101]] - [[3201>#no3201]]- [[3301>#no3301]]- [[3401>#no3401]]- [[3501>#no3501]]- [[3601>#no3601]]- [[3701>#no3701]]- [[3801>#no3801]]]]- [[3901>#no3901]]]]- [[4001>#no4001]]]]

#style(class=enableFilter){{
|~No|~名称			|~タイプ|~属性|h
|0245|[[暗黒龍・ヴリトラ>モンスター図鑑/0245]]|神|BGCOLOR(#bba6f1):闇闇|
|0246|[[ダブルビリット>モンスター図鑑/0246]]|進化用|BGCOLOR(#f1bba6):火|
|0247|[[ダブサファリット>モンスター図鑑/0247]]|進化用|BGCOLOR(#a6f1f1):水|
|0248|[[ダブエメリット>モンスター図鑑/0248]]|進化用|BGCOLOR(#bbf1a6):木|
|0249|[[ダブトパリット>モンスター図鑑/0249]]|進化用|BGCOLOR(#f1f1a6):光|
|0250|[[ダブアメリット>モンスター図鑑/0250]]|進化用|BGCOLOR(#bba6f1):闇|
|0251|[[ダブミスリット>モンスター図鑑/0251]]|進化用|BGCOLOR(#bba6f1):闇|
|0252|[[ルビードラゴン>モンスター図鑑/0252]]|強化合成用|BGCOLOR(#f1bba6):火|
|0253|[[ハイルビードラゴン>モンスター図鑑/0253]]|強化合成用|BGCOLOR(#f1bba6):火|
|0254|[[キングルビードラゴン>モンスター図鑑/0254]]|強化合成用|BGCOLOR(#f1bba6):火|
|0255|[[サファイアドラゴン>モンスター図鑑/0255]]|強化合成用|BGCOLOR(#a6f1f1):水|
|0256|[[ハイサファイアドラゴン>モンスター図鑑/0256]]|強化合成用|BGCOLOR(#a6f1f1):水|
|0257|[[キングサファイアドラゴン>モンスター図鑑/0257]]|強化合成用|BGCOLOR(#a6f1f1):水|
|0258|[[エメラルドドラゴン>モンスター図鑑/0258]]|強化合成用|BGCOLOR(#bbf1a6):木|
|0259|[[ハイエメラルドドラゴン>モンスター図鑑/0259]]|強化合成用|BGCOLOR(#bbf1a6):木|
|0260|[[キングエメラルドドラゴン>モンスター図鑑/0260]]|強化合成用|BGCOLOR(#bbf1a6):木|
|0261|[[超キングメタルドラゴン>モンスター図鑑/0261]]|強化合成用|BGCOLOR(#bba6f1):闇|
|0262|[[フレイムキメラ>モンスター図鑑/0262]]|攻撃|BGCOLOR(#f1bba6):火|
|0263|[[マグマキマイラ>モンスター図鑑/0263]]|攻撃|BGCOLOR(#f1bba6):火|
|0264|[[バブルキメラ>モンスター図鑑/0264]]|攻撃|BGCOLOR(#a6f1f1):水|
|0265|[[ディープキマイラ>モンスター図鑑/0265]]|攻撃|BGCOLOR(#a6f1f1):水|
|0266|[[リーフキメラ>モンスター図鑑/0266]]|攻撃|BGCOLOR(#bbf1a6):木|
|0267|[[フラワーキマイラ>モンスター図鑑/0267]]|攻撃|BGCOLOR(#bbf1a6):木|
|0268|[[ボルトキメラ>モンスター図鑑/0268]]|攻撃|BGCOLOR(#f1f1a6):光|
|0269|[[サンダーキマイラ>モンスター図鑑/0269]]|攻撃|BGCOLOR(#f1f1a6):光|
|0270|[[ミストキメラ>モンスター図鑑/0270]]|攻撃|BGCOLOR(#bba6f1):闇|
|0271|[[フォッグキマイラ>モンスター図鑑/0271]]|攻撃|BGCOLOR(#bba6f1):闇|
|0272|[[ベビーマッチ>モンスター図鑑/0272]]|攻撃|BGCOLOR(#f1bba6):火|
|0273|[[ベビーマッチプラス>モンスター図鑑/0273]]|攻撃|BGCOLOR(#f1bba6):火|
|0274|[[アクマーメイド>モンスター図鑑/0274]]|回復|BGCOLOR(#a6f1f1):水|
|0275|[[アクマーメイドプラス>モンスター図鑑/0275]]|回復|BGCOLOR(#a6f1f1):水|
|0276|[[ごぶがりゴブリン>モンスター図鑑/0276]]|体力|BGCOLOR(#bbf1a6):木|
|0277|[[ごぶがりゴブリンプラス>モンスター図鑑/0277]]|体力|BGCOLOR(#bbf1a6):木|
|0278|[[音符のしにがみ>モンスター図鑑/0278]]|バランス|BGCOLOR(#bba6f1):闇|
|0279|[[音符のしにがみプラス>モンスター図鑑/0279]]|バランス|BGCOLOR(#bba6f1):闇|
|0280|[[どんちゃん>モンスター図鑑/0280]]|回復|BGCOLOR(#f1f1a6):光|
|0281|[[勇者どんちゃん>モンスター図鑑/0281]]|回復|BGCOLOR(#f1f1a6):光|
|0282|[[勇者どんちゃんプラス>モンスター図鑑/0282]]|回復|BGCOLOR(#f1f1a6):光|
|0283|[[砲炎機龍・ベテルギウス>モンスター図鑑/0283]]|ドラゴン/マシン|BGCOLOR(#f1bba6):火|
|0284|[[氷砕機龍・アルデバラン>モンスター図鑑/0284]]|ドラゴン/マシン|BGCOLOR(#a6f1f1):水|
|0285|[[旋風機龍・カノープス>モンスター図鑑/0285]]|ドラゴン/マシン|BGCOLOR(#bbf1a6):木|
|0286|[[皇爪機龍・レグルス>モンスター図鑑/0286]]|ドラゴン/マシン|BGCOLOR(#f1f1a6):光|
|0287|[[殲滅機龍・ハダル>モンスター図鑑/0287]]|ドラゴン/マシン|BGCOLOR(#bba6f1):闇|
|0288|[[ドラール>モンスター図鑑/0288]]|ドラゴン|BGCOLOR(#f1bba6):火|
|0289|[[アグドラール>モンスター図鑑/0289]]|ドラゴン|BGCOLOR(#f1bba6):火|
|0290|[[フレアドラール>モンスター図鑑/0290]]|ドラゴン|BGCOLOR(#f1bba6):火|
|0291|[[シャードラ>モンスター図鑑/0291]]|ドラゴン|BGCOLOR(#a6f1f1):水|
|0292|[[シャードラン>モンスター図鑑/0292]]|ドラゴン|BGCOLOR(#a6f1f1):水|
|0293|[[メガロドラン>モンスター図鑑/0293]]|ドラゴン|BGCOLOR(#a6f1f1):水|
|0294|[[トイトプス>モンスター図鑑/0294]]|ドラゴン|BGCOLOR(#bbf1a6):木|
|0295|[[トイケラトプス>モンスター図鑑/0295]]|ドラゴン|BGCOLOR(#bbf1a6):木|
|0296|[[フォートトイトプス>モンスター図鑑/0296]]|ドラゴン|BGCOLOR(#bbf1a6):木|
|0297|[[フェリオ>モンスター図鑑/0297]]|ドラゴン|BGCOLOR(#f1f1a6):光|
|0298|[[フェアリオン>モンスター図鑑/0298]]|ドラゴン|BGCOLOR(#f1f1a6):光|
|0299|[[エンジェリオン>モンスター図鑑/0299]]|ドラゴン|BGCOLOR(#f1f1a6):光|
|0300|[[ピエドラ>モンスター図鑑/0300]]|ドラゴン|BGCOLOR(#bba6f1):闇|
|0301&aname(no0301);|[[ピエドラウン>モンスター図鑑/0301]]|ドラゴン|BGCOLOR(#bba6f1):闇|
|0302|[[ドラウンジョーカー>モンスター図鑑/0302]]|ドラゴン/悪魔|BGCOLOR(#bba6f1):闇|
|0303|[[ホノペンドラ>モンスター図鑑/0303]]|強化合成用|BGCOLOR(#f1bba6):火|
|0304|[[ルビペンドラ>モンスター図鑑/0304]]|強化合成用|BGCOLOR(#f1bba6):火|
|0305|[[ペンペンドラ>モンスター図鑑/0305]]|強化合成用|BGCOLOR(#a6f1f1):水|
|0306|[[サファペンドラ>モンスター図鑑/0306]]|強化合成用|BGCOLOR(#a6f1f1):水|
|0307|[[ジュペンドラ>モンスター図鑑/0307]]|強化合成用|BGCOLOR(#bbf1a6):木|
|0308|[[エメペンドラ>モンスター図鑑/0308]]|強化合成用|BGCOLOR(#bbf1a6):木|
|0309|[[超キングゴールドドラゴン>モンスター図鑑/0309]]|強化合成用|BGCOLOR(#f1f1a6):光|
|0310|[[氷のサムライオーガ>モンスター図鑑/0310]]|体力/悪魔|BGCOLOR(#f1bba6):火水|
|0311|[[樹のサムライオーガ>モンスター図鑑/0311]]|体力/悪魔|BGCOLOR(#f1bba6):火木|
|0312|[[炎のアイスオーガ>モンスター図鑑/0312]]|体力/悪魔|BGCOLOR(#a6f1f1):水火|
|0313|[[樹のアイスオーガ>モンスター図鑑/0313]]|体力/悪魔|BGCOLOR(#a6f1f1):水木|
|0314|[[炎のアーマーオーガ>モンスター図鑑/0314]]|体力/悪魔|BGCOLOR(#bbf1a6):木火|
|0315|[[氷のアーマーオーガ>モンスター図鑑/0315]]|体力/悪魔|BGCOLOR(#bbf1a6):木水|
|0316|[[炎の機神兵・ヨトゥン>モンスター図鑑/0316]]|体力/マシン|BGCOLOR(#f1bba6):火|
|0317|[[水の機神兵・ミズガルズ>モンスター図鑑/0317]]|体力/マシン|BGCOLOR(#a6f1f1):水|
|0318|[[木の機神兵・アースガル>モンスター図鑑/0318]]|体力/マシン|BGCOLOR(#bbf1a6):木|
|0319|[[マシンゴーレムMk-III>モンスター図鑑/0319]]|体力/マシン|BGCOLOR(#f1f1a6):光|
|0320|[[ダークゴーレムMk-III>モンスター図鑑/0320]]|体力/マシン|BGCOLOR(#bba6f1):闇|
|0321|[[虹の番人>モンスター図鑑/0321]]|進化用|BGCOLOR(#bba6f1):闇|
|0322|[[蒼炎星・イフリート>モンスター図鑑/0322]]|ドラゴン/攻撃|BGCOLOR(#f1bba6):火水|
|0323|[[碧炎星・イフリート>モンスター図鑑/0323]]|ドラゴン/バランス|BGCOLOR(#f1bba6):火木|
|0324|[[輝炎星・イフリート>モンスター図鑑/0324]]|ドラゴン/回復|BGCOLOR(#f1bba6):火光|
|0325|[[黒炎星・イフリート>モンスター図鑑/0325]]|ドラゴン/悪魔|BGCOLOR(#f1bba6):火闇|
|0326|[[紅氷星・リヴァイアサン>モンスター図鑑/0326]]|ドラゴン/攻撃|BGCOLOR(#a6f1f1):水火|
|0327|[[碧氷星・リヴァイアサン>モンスター図鑑/0327]]|ドラゴン/バランス|BGCOLOR(#a6f1f1):水木|
|0328|[[輝氷星・リヴァイアサン>モンスター図鑑/0328]]|ドラゴン/体力|BGCOLOR(#a6f1f1):水光|
|0329|[[黒氷星・リヴァイアサン>モンスター図鑑/0329]]|ドラゴン/悪魔|BGCOLOR(#a6f1f1):水闇|
|0330|[[紅樹星・ファフニール>モンスター図鑑/0330]]|ドラゴン/バランス|BGCOLOR(#bbf1a6):木火|
|0331|[[蒼樹星・ファフニール>モンスター図鑑/0331]]|ドラゴン/体力|BGCOLOR(#bbf1a6):木水|
|0332|[[輝樹星・ファフニール>モンスター図鑑/0332]]|ドラゴン/回復|BGCOLOR(#bbf1a6):木光|
|0333|[[黒樹星・ファフニール>モンスター図鑑/0333]]|ドラゴン/悪魔|BGCOLOR(#bbf1a6):木闇|
|0334|[[紅光星・神龍>モンスター図鑑/0334]]|ドラゴン/体力|BGCOLOR(#f1f1a6):光火|
|0335|[[蒼光星・神龍>モンスター図鑑/0335]]|ドラゴン/バランス|BGCOLOR(#f1f1a6):光水|
|0336|[[碧光星・神龍>モンスター図鑑/0336]]|ドラゴン/神|BGCOLOR(#f1f1a6):光木|
|0337|[[黒光星・神龍>モンスター図鑑/0337]]|ドラゴン/悪魔|BGCOLOR(#f1f1a6):光闇|
|0338|[[紅闇星・ティアマット>モンスター図鑑/0338]]|ドラゴン/体力|BGCOLOR(#bba6f1):闇火|
|0339|[[蒼闇星・ティアマット>モンスター図鑑/0339]]|ドラゴン/攻撃|BGCOLOR(#bba6f1):闇水|
|0340|[[碧闇星・ティアマット>モンスター図鑑/0340]]|ドラゴン/悪魔|BGCOLOR(#bba6f1):闇木|
|0341|[[輝闇星・ティアマット>モンスター図鑑/0341]]|ドラゴン/回復|BGCOLOR(#bba6f1):闇光|
|0342|[[ECO・サラマンダー>モンスター図鑑/0342]]|バランス|BGCOLOR(#f1bba6):火|
|0343|[[ECO・サラマンダー・アルマ>モンスター図鑑/0343]]|バランス|BGCOLOR(#f1bba6):火|
|0344|[[ECO・ペペン>モンスター図鑑/0344]]|バランス|BGCOLOR(#a6f1f1):水|
|0345|[[ECO・ペペン・アルマ>モンスター図鑑/0345]]|バランス|BGCOLOR(#a6f1f1):水|
|0346|[[ECO・シャボタン>モンスター図鑑/0346]]|バランス|BGCOLOR(#bbf1a6):木|
|0347|[[ECO・シャボタン・アルマ>モンスター図鑑/0347]]|バランス|BGCOLOR(#bbf1a6):木|
|0348|[[ECO・ベイビータイニー>モンスター図鑑/0348]]|バランス|BGCOLOR(#f1f1a6):光|
|0349|[[ECO・タイニー>モンスター図鑑/0349]]|バランス|BGCOLOR(#f1f1a6):光|
|0350|[[フォーミュラー>モンスター図鑑/0350]]|ドラゴン|BGCOLOR(#f1f1a6):光|
|0351|[[炎聖騎龍・フォーミュラー>モンスター図鑑/0351]]|ドラゴン|BGCOLOR(#f1f1a6):光火|
|0352|[[シャイターン>モンスター図鑑/0352]]|バランス|BGCOLOR(#f1bba6):火|
|0353|[[怒りと炎の精霊・シャイターン>モンスター図鑑/0353]]|バランス/悪魔|BGCOLOR(#f1bba6):火|
|0354|[[ウンディーネ>モンスター図鑑/0354]]|バランス|BGCOLOR(#a6f1f1):水|
|0355|[[愛と水の精霊・ウンディーネ>モンスター図鑑/0355]]|バランス|BGCOLOR(#a6f1f1):水|
|0356|[[シルフ>モンスター図鑑/0356]]|バランス|BGCOLOR(#bbf1a6):木|
|0357|[[自由と風の精霊・シルフ>モンスター図鑑/0357]]|バランス|BGCOLOR(#bbf1a6):木|
|0358|[[ジーニャ>モンスター図鑑/0358]]|バランス|BGCOLOR(#f1f1a6):光|
|0359|[[富と光の精霊・ジーニャ>モンスター図鑑/0359]]|バランス|BGCOLOR(#f1f1a6):光|
|0360|[[タナトス>モンスター図鑑/0360]]|バランス|BGCOLOR(#bba6f1):闇|
|0361|[[死と闇の精霊・タナトス>モンスター図鑑/0361]]|バランス/悪魔|BGCOLOR(#bba6f1):闇|
|0362|[[オーディン>モンスター図鑑/0362]]|神|BGCOLOR(#bbf1a6):木|
|0363|[[覚醒オーディン>モンスター図鑑/0363]]|神/バランス|BGCOLOR(#bbf1a6):木光|
|0364|[[秘神・オーディン>モンスター図鑑/0364]]|神|BGCOLOR(#a6f1f1):水|
|0365|[[覚醒秘神・オーディン>モンスター図鑑/0365]]|神/体力|BGCOLOR(#a6f1f1):水闇|
|0366|[[プラン>モンスター図鑑/0366]]|ドラゴン|BGCOLOR(#bbf1a6):木|
|0367|[[覚醒プラン>モンスター図鑑/0367]]|ドラゴン|BGCOLOR(#bbf1a6):木水|
|0368|[[フレイ>モンスター図鑑/0368]]|神|BGCOLOR(#f1bba6):火|
|0369|[[勝利の神・フレイ>モンスター図鑑/0369]]|神|BGCOLOR(#f1bba6):火火|
|0370|[[イズン＆イズーナ>モンスター図鑑/0370]]|神|BGCOLOR(#a6f1f1):水|
|0371|[[双星の女神・イズン＆イズーナ>モンスター図鑑/0371]]|神|BGCOLOR(#a6f1f1):水水|
|0372|[[フレイヤ>モンスター図鑑/0372]]|神|BGCOLOR(#bbf1a6):木|
|0373|[[大地の女神・フレイヤ>モンスター図鑑/0373]]|神|BGCOLOR(#bbf1a6):木木|
|0374|[[トール>モンスター図鑑/0374]]|神|BGCOLOR(#f1f1a6):光|
|0375|[[雷の戦神・トール>モンスター図鑑/0375]]|神|BGCOLOR(#f1f1a6):光光|
|0376|[[ロキ>モンスター図鑑/0376]]|神|BGCOLOR(#bba6f1):闇|
|0377|[[狡知の神・ロキ>モンスター図鑑/0377]]|神|BGCOLOR(#bba6f1):闇闇|
|0378|[[ディノライダー>モンスター図鑑/0378]]|攻撃|BGCOLOR(#f1bba6):火木|
|0379|[[ディノライダー・ドレーク>モンスター図鑑/0379]]|攻撃/ドラゴン|BGCOLOR(#f1bba6):火木|
|0380|[[ビーストライダー>モンスター図鑑/0380]]|攻撃|BGCOLOR(#a6f1f1):水火|
|0381|[[ビーストライダー・マーリン>モンスター図鑑/0381]]|攻撃/悪魔|BGCOLOR(#a6f1f1):水火|
|0382|[[マリンライダー>モンスター図鑑/0382]]|攻撃|BGCOLOR(#bbf1a6):木水|
|0383|[[マリンライダー・ロビン>モンスター図鑑/0383]]|攻撃/悪魔|BGCOLOR(#bbf1a6):木水|
|0384|[[ドラゴンライダー>モンスター図鑑/0384]]|攻撃|BGCOLOR(#f1f1a6):光闇|
|0385|[[ドラゴンライダー・アーサー>モンスター図鑑/0385]]|攻撃/ドラゴン|BGCOLOR(#f1f1a6):光闇|
|0386|[[グリプスライダー>モンスター図鑑/0386]]|攻撃|BGCOLOR(#bba6f1):闇光|
|0387|[[グリプスライダー・フィン>モンスター図鑑/0387]]|攻撃/悪魔|BGCOLOR(#bba6f1):闇光|
|0388|[[戦女神・セイントミネルヴァ>モンスター図鑑/0388]]|神/バランス|BGCOLOR(#f1bba6):火光|
|0389|[[戦女神・ダークミネルヴァ>モンスター図鑑/0389]]|神/悪魔|BGCOLOR(#f1bba6):火闇|
|0390|[[海王神・ヘブンズネプチューン>モンスター図鑑/0390]]|神/体力|BGCOLOR(#a6f1f1):水光|
|0391|[[海王神・アビスネプチューン>モンスター図鑑/0391]]|神/悪魔|BGCOLOR(#a6f1f1):水闇|
|0392|[[豊穣神・ホーリーセレス>モンスター図鑑/0392]]|神/回復|BGCOLOR(#bbf1a6):木光|
|0393|[[豊穣神・イービルセレス>モンスター図鑑/0393]]|神/悪魔|BGCOLOR(#bbf1a6):木闇|
|0394|[[慈愛神・コスモスヴィーナス>モンスター図鑑/0394]]|神/回復|BGCOLOR(#f1f1a6):光光|
|0395|[[慈愛神・カオスヴィーナス>モンスター図鑑/0395]]|神/悪魔|BGCOLOR(#f1f1a6):光闇|
|0396|[[冥界神・アークハーデス>モンスター図鑑/0396]]|神/悪魔|BGCOLOR(#bba6f1):闇光|
|0397|[[冥界神・インフェルノハーデス>モンスター図鑑/0397]]|神/悪魔|BGCOLOR(#bba6f1):闇闇|
|0398|[[フェニックス>モンスター図鑑/0398]]|攻撃|BGCOLOR(#f1bba6):火|
|0399|[[転生の霊鳥・フェニックス>モンスター図鑑/0399]]|攻撃|BGCOLOR(#f1bba6):火|
|0400|[[クラーケン>モンスター図鑑/0400]]|攻撃|BGCOLOR(#a6f1f1):水|
|0401&aname(no0401);|[[大洋の悪魔・クラーケン>モンスター図鑑/0401]]|攻撃/悪魔|BGCOLOR(#a6f1f1):水|
|0402|[[グリフォン>モンスター図鑑/0402]]|攻撃|BGCOLOR(#bbf1a6):木|
|0403|[[疾風の狩人・グリフォン>モンスター図鑑/0403]]|攻撃|BGCOLOR(#bbf1a6):木|
|0404|[[ユニコーン>モンスター図鑑/0404]]|攻撃|BGCOLOR(#f1f1a6):光|
|0405|[[聖女の守護獣・ユニコーン>モンスター図鑑/0405]]|攻撃|BGCOLOR(#f1f1a6):光|
|0406|[[ケルベロス>モンスター図鑑/0406]]|攻撃|BGCOLOR(#bba6f1):闇|
|0407|[[地獄の番犬・ケルベロス>モンスター図鑑/0407]]|攻撃/悪魔|BGCOLOR(#bba6f1):闇|
|0408|[[究極炎龍・ムスプルヘイム>モンスター図鑑/0408]]|ドラゴン|BGCOLOR(#f1bba6):火火|
|0409|[[究極氷龍・ニブルヘイム>モンスター図鑑/0409]]|ドラゴン|BGCOLOR(#a6f1f1):水水|
|0410|[[究極島龍・ユグドラシル>モンスター図鑑/0410]]|ドラゴン|BGCOLOR(#bbf1a6):木木|
|0411|[[究極機龍・ヴァルハラ>モンスター図鑑/0411]]|ドラゴン/マシン|BGCOLOR(#f1f1a6):光光|
|0412|[[究極邪龍・ヘルヘイム>モンスター図鑑/0412]]|ドラゴン|BGCOLOR(#bba6f1):闇闇|
|0413|[[蒼炎龍・ムスプルヘイム>モンスター図鑑/0413]]|ドラゴン|BGCOLOR(#a6f1f1):水|
|0414|[[ミツキ>モンスター図鑑/0414]]|回復|BGCOLOR(#f1bba6):火|
|0415|[[火の案内人・ミツキ>モンスター図鑑/0415]]|回復|BGCOLOR(#f1bba6):火|
|0416|[[焔尾の天狐・ミツキ>モンスター図鑑/0416]]|回復|BGCOLOR(#f1bba6):火|
|0417|[[ルカ>モンスター図鑑/0417]]|回復|BGCOLOR(#a6f1f1):水|
|0418|[[水の案内人・ルカ>モンスター図鑑/0418]]|回復|BGCOLOR(#a6f1f1):水|
|0419|[[海洋の才女・ルカ>モンスター図鑑/0419]]|回復|BGCOLOR(#a6f1f1):水|
|0420|[[カノ>モンスター図鑑/0420]]|回復|BGCOLOR(#bbf1a6):木|
|0421|[[木の案内人・カノ>モンスター図鑑/0421]]|回復|BGCOLOR(#bbf1a6):木|
|0422|[[森羅の神子・カノ>モンスター図鑑/0422]]|回復|BGCOLOR(#bbf1a6):木|
|0423|[[フウ>モンスター図鑑/0423]]|回復|BGCOLOR(#f1f1a6):光|
|0424|[[光の案内人・フウ>モンスター図鑑/0424]]|回復|BGCOLOR(#f1f1a6):光|
|0425|[[草原の舞姫・フウ>モンスター図鑑/0425]]|回復|BGCOLOR(#f1f1a6):光|
|0426|[[クロネ>モンスター図鑑/0426]]|回復|BGCOLOR(#bba6f1):闇|
|0427|[[闇の案内人・クロネ>モンスター図鑑/0427]]|回復|BGCOLOR(#bba6f1):闇|
|0428|[[宵闇の猫又・クロネ>モンスター図鑑/0428]]|回復|BGCOLOR(#bba6f1):闇|
|0429|[[クイーンメタルドラゴン>モンスター図鑑/0429]]|強化合成用|BGCOLOR(#bba6f1):闇|
|0430|[[クイーンゴールドドラゴン>モンスター図鑑/0430]]|強化合成用|BGCOLOR(#f1f1a6):光|
|0431|[[下仁田ネギ>モンスター図鑑/0431]]|回復|BGCOLOR(#bbf1a6):木|
|0432|[[超・下仁田ネギ>モンスター図鑑/0432]]|進化用|BGCOLOR(#bbf1a6):木|
|0433|[[下仁田こんにゃく>モンスター図鑑/0433]]|体力|BGCOLOR(#a6f1f1):水|
|0434|[[超・下仁田こんにゃく>モンスター図鑑/0434]]|進化用|BGCOLOR(#a6f1f1):水|
|0435|[[嬬恋キャベツ>モンスター図鑑/0435]]|バランス|BGCOLOR(#bbf1a6):木|
|0436|[[超・嬬恋キャベツ>モンスター図鑑/0436]]|進化用|BGCOLOR(#bbf1a6):木|
|0437|[[だるま>モンスター図鑑/0437]]|攻撃|BGCOLOR(#f1bba6):火|
|0438|[[超・だるま>モンスター図鑑/0438]]|攻撃|BGCOLOR(#f1bba6):火|
|0439|[[ぐんまけん>モンスター図鑑/0439]]|神|BGCOLOR(#bbf1a6):木|
|0440|[[超・ぐんまけん>モンスター図鑑/0440]]|神|BGCOLOR(#bbf1a6):木木|
|0441|[[火の歴龍・アードベッグ>モンスター図鑑/0441]]|ドラゴン|BGCOLOR(#f1bba6):火|
|0442|[[水の歴龍・ボウモア>モンスター図鑑/0442]]|ドラゴン|BGCOLOR(#a6f1f1):水|
|0443|[[木の歴龍・ラガヴーリン>モンスター図鑑/0443]]|ドラゴン|BGCOLOR(#bbf1a6):木|
|0444|[[光の歴龍・ラフロイグ>モンスター図鑑/0444]]|ドラゴン|BGCOLOR(#f1f1a6):光|
|0445|[[闇の歴龍・カリラ>モンスター図鑑/0445]]|ドラゴン|BGCOLOR(#bba6f1):闇|
|0446|[[チョコボ>モンスター図鑑/0446]]|バランス|BGCOLOR(#f1f1a6):光|
|0447|[[竜騎士>モンスター図鑑/0447]]|体力|BGCOLOR(#a6f1f1):水|
|0448|[[最強装備・竜騎士>モンスター図鑑/0448]]|体力/ドラゴン|BGCOLOR(#a6f1f1):水水|
|0449|[[バーサーカー>モンスター図鑑/0449]]|体力|BGCOLOR(#f1bba6):火|
|0450|[[最強装備・バーサーカー>モンスター図鑑/0450]]|体力|BGCOLOR(#f1bba6):火火|
|0451|[[弓使い>モンスター図鑑/0451]]|バランス|BGCOLOR(#bbf1a6):木|
|0452|[[最強装備・弓使い>モンスター図鑑/0452]]|バランス|BGCOLOR(#bbf1a6):木木|
|0453|[[ソルジャー>モンスター図鑑/0453]]|バランス|BGCOLOR(#f1f1a6):光|
|0454|[[最強装備・ソルジャー>モンスター図鑑/0454]]|バランス|BGCOLOR(#f1f1a6):光光|
|0455|[[黒魔道士>モンスター図鑑/0455]]|攻撃|BGCOLOR(#bba6f1):闇|
|0456|[[最強装備・黒魔道士>モンスター図鑑/0456]]|攻撃|BGCOLOR(#bba6f1):闇闇|
|0457|[[時魔道士>モンスター図鑑/0457]]|回復|BGCOLOR(#f1f1a6):光|
|0458|[[最強装備・時魔道士>モンスター図鑑/0458]]|回復|BGCOLOR(#f1f1a6):光光|
|0459|[[シーフ>モンスター図鑑/0459]]|バランス|BGCOLOR(#bbf1a6):木|
|0460|[[最強装備・シーフ>モンスター図鑑/0460]]|バランス|BGCOLOR(#bbf1a6):木木|
|0461|[[ベヒーモス>モンスター図鑑/0461]]|攻撃|BGCOLOR(#f1bba6):火|
|0462|[[アパンダ>モンスター図鑑/0462]]|攻撃/悪魔|BGCOLOR(#f1bba6):火|
|0463|[[モルボル>モンスター図鑑/0463]]|体力|BGCOLOR(#bbf1a6):木|
|0464|[[モルボルキング>モンスター図鑑/0464]]|体力|BGCOLOR(#bbf1a6):木|
|0465|[[トンベリ>モンスター図鑑/0465]]|バランス|BGCOLOR(#a6f1f1):水|
|0466|[[トンベリキング>モンスター図鑑/0466]]|バランス|BGCOLOR(#a6f1f1):水|
|0467|[[バハムート>モンスター図鑑/0467]]|ドラゴン|BGCOLOR(#bba6f1):闇|
|0468|[[究極召喚・バハムート>モンスター図鑑/0468]]|ドラゴン|BGCOLOR(#bba6f1):闇|
|0469|[[レッドクリスタル>モンスター図鑑/0469]]|強化合成用|BGCOLOR(#f1bba6):火|
|0470|[[ブルークリスタル>モンスター図鑑/0470]]|強化合成用|BGCOLOR(#a6f1f1):水|
|0471|[[グリーンクリスタル>モンスター図鑑/0471]]|強化合成用|BGCOLOR(#bbf1a6):木|
|0472|[[イエロークリスタル>モンスター図鑑/0472]]|強化合成用|BGCOLOR(#f1f1a6):光|
|0473|[[パープルクリスタル>モンスター図鑑/0473]]|強化合成用|BGCOLOR(#bba6f1):闇|
|0474|[[レインボークリスタル>モンスター図鑑/0474]]|強化合成用|BGCOLOR(#bba6f1):闇|
|0475|[[火炎獄・パイロデーモン>モンスター図鑑/0475]]|攻撃/悪魔|BGCOLOR(#f1bba6):火|
|0476|[[氷結獄・フロストデーモン>モンスター図鑑/0476]]|攻撃/悪魔|BGCOLOR(#a6f1f1):水|
